Unnamed: 0,model,method,consult,output
620,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?stockholder
WHERE {
 ?tunnel dbo:operatedBy dbr:Massachusetts_Department_of_Transportation.
 ?tunnel dbo:ownedBy?stockholder.
}
","{'head': {'link': [], 'vars': ['stockholder']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
621,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?uri
WHERE {
 ?film dbo:director dbr:Saraband.
 ?film dbo:award?uri.
}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
622,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?uri WHERE {
 ?x dbo:vicePresident dbr:Enrique_Jos_Varona.
 ?x dbo:almaMater?uri.
}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
623,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?uri WHERE {
  <http://dbpedia.org/resource/Birmingham_and_Oxford_Junction_Railway> <http://dbpedia.org/ontology/routeEnd>?uri
}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Birmingham'}}]}}"
624,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?origin
WHERE {
 ?grape dbo:species dbr:Vitis_vinifera.
  OPTIONAL {?grape dbo:origin?origin. }
}
","{'head': {'link': [], 'vars': ['origin']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Georgia_(country)'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Croatia'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Spain'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Hungary'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/France'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Germany'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Lauffen_am_Neckar'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Portugal'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Austria'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Klosterneuburg'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Geisenheim'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Switzerland'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Italy'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Greece'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Bosnia_and_Herzegovina'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/California'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Czechoslovakia'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Moravia'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Refosco'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Slovenia'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Friuli-Venezia_Giulia_wine'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Cyprus'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Republic_of_Macedonia'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Lorraine'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Rhine'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Romania'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Moldova'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ukraine'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Serbia'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Bulgaria'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Moldavia'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Palatinate_(wine_region)'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Sicily'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Alzey'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Franconia_(wine_region)'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Transylvania'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Randersacker'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ardèche'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Siebeldingen'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/German_wine'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Austria-Hungary'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Argentina'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/French_wine'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Santorini'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Italian_wine'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Egypt'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Freiburg_im_Breisgau'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Thurgau'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Bordeaux_wine'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/South_West_France_(wine_region)'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/United_States'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Turkey'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/South_Africa'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Alsace_wine'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Burgundy'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Montferrat'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Loire'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Montpellier'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Slovakia'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Province_of_Verona'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Province_of_Vicenza'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Maissau'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Weinsberg'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Jura_(department)'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Central_Europe'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Rheingau'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Palatinate_(region)'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Israel'}}, {}]}}"
625,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?person)
WHERE {
 ?person dbo:child?child.
 ?child dbo:deathPlace dbr:Indiana.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '10'}}]}}"
626,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?branch
WHERE {
 ?person dbo:militaryBranch?branch.
  FILTER (?person = dbr:William_French_Smith ||?person = dbr:Pierre_R._Graham)
}
","{'head': {'link': [], 'vars': ['branch']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'branch': {'type': 'uri', 'value': 'http://dbpedia.org/resource/United_States_Navy'}}]}}"
627,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?river
WHERE {
 ?river dbo:source dbr:Lake_Ontario.
}
","{'head': {'link': [], 'vars': ['river']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'river': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Saint_Lawrence_River'}}]}}"
628,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?uri WHERE {
  <http://dbpedia.org/resource/Denver_Broncos> dbo:locationCity?uri.
  <http://dbpedia.org/resource/Steven_Clark_Cunningham> dbo:placeOfBirth?uri.
}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
629,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?religion
WHERE {
 ?person dbo:founded dbr:Emel.
 ?person dbo:religion?religion.
}
","{'head': {'link': [], 'vars': ['religion']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
630,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?managerName
WHERE {
 ?team dbo:manager?manager.
 ?team dbr:England_national_under-20_football_team.
 ?managerName?manager.
}
UNION
{
 ?team dbo:manager?manager.
 ?team dbr:England_national_under-21_football_team.
 ?managerName?manager.
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 10: syntax error at \'.\' before \'?managerName\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT DISTINCT?managerName\\nWHERE {\\n ?team dbo:manager?manager.\\n ?team dbr:England_national_under-20_football_team.\\n ?managerName?manager.\\n}\\nUNION\\n{\\n ?team dbo:manager?manager.\\n ?team dbr:England_national_under-21_football_team.\\n ?managerName?manager.\\n}\\n""']"
631,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?city)
WHERE {
 ?city dbo:location?sea.
 ?sea dbo:meets dbr:Fig_Tree_Bay.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
632,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

ASK WHERE {
 ?island dbo:archipelago dbr:The_Bahamas.
 ?island dbo:name ""Blue Lagoon Island"".
}
","{'head': {'link': []}, 'boolean': False}"
633,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?film
WHERE {
 ?film dbo:distributor dbr:RKO_Pictures.
 ?film dbo:musicComposer dbr:Bernard_Herrmann.
}
","{'head': {'link': [], 'vars': ['film']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'film': {'type': 'uri', 'value': 'http://dbpedia.org/resource/On_Dangerous_Ground'}}, {'film': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Devil_and_Daniel_Webster_(film)'}}, {'film': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Citizen_Kane'}}]}}"
634,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?x
WHERE {
 ?x dbo:merged dbr:One_Israel_Party.
 ?x dbo:merged dbr:New_Way_Party.
}
","{'head': {'link': [], 'vars': ['x']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
635,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?poleDriver)
WHERE {
 ?grandPrix dbo:firstDriver dbr:Damon_Hill.
 ?grandPrix dbo:poleDriver?poleDriver.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '22'}}]}}"
636,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?jockey?country
WHERE {
 ?jockey dbo:participatedIn dbr:Dubai_World_Cup.
 ?jockey dbo:birthPlace?country.
}
","{'head': {'link': [], 'vars': ['jockey', 'country']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
637,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?owner
WHERE {
 ?newspaper dbo:foundedBy dbr:Jawaharlal_Nehru.
 ?newspaper dbo:owner?owner.
}
","{'head': {'link': [], 'vars': ['owner']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'owner': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Indian_National_Congress'}}]}}"
638,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?place
WHERE {
 ?flight dbo:airline?airline.
 ?airline dbo:headquarter dbr:United_Kingdom.
 ?flight dbo:destination?place.
}
","{'head': {'link': [], 'vars': ['place']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
639,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?magazine
WHERE {
 ?magazine dbo:founder dbr:Ralph_J._Gleason.
}
","{'head': {'link': [], 'vars': ['magazine']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'magazine': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Rolling_Stone'}}]}}"
640,CodeLlama-13b-Instruct-hf,FS_CoT_,"
ASK WHERE {
  <http://dbpedia.org/resource/USS_Marmora_(IX-189)> <http://dbpedia.org/ontology/shipBuilder> <http://dbpedia.org/resource/Seattle>.
}
","{'head': {'link': []}, 'boolean': False}"
641,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

ASK WHERE {
  dbr:Tirana dbo:largestCity dbr:Albania.
}
","{'head': {'link': []}, 'boolean': False}"
642,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?beverage
WHERE {
 ?beverage dbo:related dbr:Barqs.
}
","{'head': {'link': [], 'vars': ['beverage']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
643,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?birthPlace
WHERE {
 ?astronaut dbo:mission dbr:Vostok.
 ?astronaut dbo:programmer?programmer.
 ?programmer dbo:birthPlace?birthPlace.
}
","{'head': {'link': [], 'vars': ['birthPlace']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
644,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?person)
WHERE {
 ?person dbo:studiedAt?institute.
 ?institute dbo:location?suburb.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
645,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?debutLocation
WHERE {
 ?debutLocation dbo:debut dbr:Whitney_Wistert.
}
","{'head': {'link': [], 'vars': ['debutLocation']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
646,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?shrine
WHERE {
 ?monarch dbo:successor dbr:Dragimir_of_Travunia, dbr:Zachlumia.
 ?monarch dbo:majorShrine?shrine.
}
","{'head': {'link': [], 'vars': ['shrine']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
647,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?show)
WHERE {
 ?show dbo:channel dbr:Fox_Broadcasting_Company.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '163'}}]}}"
648,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?river
WHERE {
 ?river dbo:mouthLocation dbr:Arctic_Ocean.
 ?river dbo:mouthLocation dbr:Laptev_Sea.
}
","{'head': {'link': [], 'vars': ['river']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
649,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?uri
WHERE {
 ?uri dbo:primeMinister dbr:Chung_Il-kwon.
 ?uri a dbo:MilitaryConflict.
}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
650,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?birthPlace
WHERE {
 ?person dbo:birthPlace?birthPlace.
 ?person dbo:deathPlace dbr:Bryn_Mawr_Hospital.
}
","{'head': {'link': [], 'vars': ['birthPlace']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'birthPlace': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}]}}"
651,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?faith
WHERE {
  dbr:Ajith_Perera dbo:faith?faith.
}

SELECT DISTINCT?religiousAffiliation
WHERE {
  dbr:Neungin_High_School dbo:religiousAffiliation?religiousAffiliation.
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 12: syntax error at \'SELECT\' before \'DISTINCT\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT DISTINCT?faith\\nWHERE {\\n  dbr:Ajith_Perera dbo:faith?faith.\\n}\\n\\nSELECT DISTINCT?religiousAffiliation\\nWHERE {\\n  dbr:Neungin_High_School dbo:religiousAffiliation?religiousAffiliation.\\n}\\n""']"
652,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?unit
WHERE {
 ?unit dbo:role dbr:AirInterdiction.
}
","{'head': {'link': [], 'vars': ['unit']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
653,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?member
WHERE {
 ?band dbo:bandName ""Insects vs Robots"".
 ?band dbo:currentMembers?member.
}
","{'head': {'link': [], 'vars': ['member']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
654,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?origin
WHERE {
 ?origin dbo:origin dbr:Croatia.
}
","{'head': {'link': [], 'vars': ['origin']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Kupa'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Grk_Bijeli'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Zagi_M-91'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/HS2000'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Agram_2000'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Una_(Sava)'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/APS-95'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/RT-20_(rifle)'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Studva'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/M-84D'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Pleter_91_submachine_gun'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Krapanski_Potok'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Viognier'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Penkala_1910_Biplane'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/PHP_pistol'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Zinfandel'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/M-95_Degman'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/HS_Produkt_VHS'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Bogdanuša'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Bosut_(river)'}}, {'origin': {'type': 'uri', 'value': 'http://dbpedia.org/resource/LOV-1'}}]}}"
655,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?person
WHERE {
 ?person dbo:homeTown dbr:Greater_Napanee.
}
","{'head': {'link': [], 'vars': ['person']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
656,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?deathPlace
WHERE {
 ?deathPlace dbo:deathPlace dbr:Edwin_Adams.
}

SELECT DISTINCT?birthPlace
WHERE {
 ?birthPlace dbo:birthPlace dbr:William_A._Purtell.
}

SELECT DISTINCT?deathPlace?birthPlace
WHERE {
 ?deathPlace dbo:placeOfDeath?birthPlace.
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 12: syntax error at \'SELECT\' before \'DISTINCT\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT DISTINCT?deathPlace\\nWHERE {\\n ?deathPlace dbo:deathPlace dbr:Edwin_Adams.\\n}\\n\\nSELECT DISTINCT?birthPlace\\nWHERE {\\n ?birthPlace dbo:birthPlace dbr:William_A._Purtell.\\n}\\n\\nSELECT DISTINCT?deathPlace?birthPlace\\nWHERE {\\n ?deathPlace dbo:placeOfDeath?birthPlace.\\n}\\n""']"
657,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?nationalTeam
WHERE {
 ?person dbo:name ""Trn Vit Hng"".
 ?person dbo:nationalTeam?nationalTeam.
}
","{'head': {'link': [], 'vars': ['nationalTeam']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
658,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?designer
WHERE {
 ?designer dbo:worksFor dbr:RENFE.
  FILTER (?designer dbo:owns dbr:Renaissance_Center)
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 10: syntax error at \'dbo:owns\' before \'dbr:Renaissance_Center\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT DISTINCT?designer\\nWHERE {\\n ?designer dbo:worksFor dbr:RENFE.\\n  FILTER (?designer dbo:owns dbr:Renaissance_Center)\\n}\\n""']"
659,CodeLlama-13b-Instruct-hf,FS_CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?uni
WHERE {
 ?s dbr:attended?uni.
}
","{'head': {'link': [], 'vars': ['uni']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
