Unnamed: 0,consult,output
68,"
SELECT DISTINCT?character WHERE {
  <http://dbpedia.org/resource/Batman_Live> <http://dbpedia.org/property/characters>?character.
}
","{'head': {'link': [], 'vars': ['character']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'character': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Batman'}}, {'character': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Joker_(comics)'}}, {'character': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Poison_Ivy_(comics)'}}, {'character': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Robin_(comics)'}}, {'character': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Two-Face'}}, {'character': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Harley_Quinn'}}, {'character': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Penguin_(comics)'}}, {'character': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Riddler'}}, {'character': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Scarecrow_(DC_Comics)'}}, {'character': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Catwoman'}}, {'character': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Alfred_Pennyworth'}}, {'character': {'type': 'uri', 'value': 'http://dbpedia.org/resource/James_Gordon_(comics)'}}]}}"
69,"
SELECT DISTINCT?artist WHERE {
 ?artist <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist>.
 ?artist <http://dbpedia.org/property/training> <http://dbpedia.org/resource/San_Francisco_Art_Institute>.
}
","{'head': {'link': [], 'vars': ['artist']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Peter_Forakis'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Carlos_Vierra'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Robert_Graham_(sculptor)'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Thom_Merrick'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/William_T._Wiley'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Jim_Franklin_(artist)'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Helen_Hyde'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Reminisce_(artist)'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/James_Zar'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Robert_H._Hudson'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ernest_Peixotto'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ralph_Stackpole'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Tullio_DeSantis'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ray_Strong'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Lin_Evola'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Michael_Heizer'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/T._C._Cannon'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ronnie_Landfield'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Jason_Rhoades'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Paul_McCarthy'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Gregory_Gillespie'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Karl_Kasten'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Annie_Leibovitz'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Gladys_Rockmore_Davis'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Joan_Brown'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Peter_Kovál'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Manuel_Neri'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Peter_Reginato'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ronald_Davis'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Sarah_Cain'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Daniela_Franco'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Emily_Carr'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Jess_Collins'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Victor_Moscoso'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Arthur_Frank_Mathews'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Deborah_Remington'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Neil_Williams_(artist)'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Lynn_Marie_Kirby'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Carlos_Villa'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Edith_Heath'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Adelaide_Hanscom_Leeson'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Vena_Kava'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Doris_Lee'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Walter_Kuhlman'}}]}}"
70,"
 SELECT DISTINCT?owningOrg?builder WHERE { 
   <http://dbpedia.org/resource/Ford_Kansas_City_Assembly_Plant> <http://dbpedia.org/ontology/owningOrganisation>?owningOrg.
   <http://dbpedia.org/resource/Ford_Y-block_engine> <http://dbpedia.org/property/builder>?builder.
 }
","{'head': {'link': [], 'vars': ['owningOrg', 'builder']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
71,"
SELECT DISTINCT?uri WHERE {?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/Aureus> .?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/History_of_the_Roman_Empire'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Roman_Empire'}}]}}"
72,"
SELECT DISTINCT?uri WHERE {?uri <http://dbpedia.org/property/awards> <http://dbpedia.org/resource/A._Peter_Dewey>. }
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
73,"
SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/network>?x.?x <http://dbpedia.org/property/sisterNames> <http://dbpedia.org/resource/Cartoonite>.?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
74,"
SELECT DISTINCT?uri WHERE {?uri <http://dbpedia.org/property/developer> <http://dbpedia.org/resource/John_Fanning_(businessman)> .?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Software>}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Napster'}}]}}"
75,"
SELECT (COUNT(?uri) as?count) WHERE { <http://dbpedia.org/resource/Muhammad_Yunus> <http://dbpedia.org/ontology/award>?uri }
","{'head': {'link': [], 'vars': ['count']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'count': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '9'}}]}}"
76,"
SELECT DISTINCT?uri WHERE {?uri <http://dbpedia.org/property/label> <http://dbpedia.org/resource/Motown>.?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Band>}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Mazarati'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Originals_(band)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Monitors_(American_band)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Apollo_(quintet)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Shades_(band)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Elgins'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Boys_(American_band)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Good_Girls'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Fantastic_Four_(band)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Underdogs_(American_band)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Commodores'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_5th_Dimension'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Andantes'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Profyle'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Zhané'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Boogie_On_Reggae_Woman'}}, {'uri': {'type': 'uri', 'value': ""http://dbpedia.org/resource/You_Haven't_Done_Nothin'""}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Stoney_&_Meatloaf_(band)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Switch_(band)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Bloodstone_(band)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Four_Tops'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Martha_and_the_Vandellas'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Four_Seasons_(band)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Isley_Brothers'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Supremes'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Wilson_Pickett'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/By_All_Means'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Gary_Byrd_and_the_GB_Experience'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Warp_9'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Wreckx-n-Effect'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/702_(group)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Marvelettes'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/James_Davis_(musical_group)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Edwin_Starr'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/98_Degrees'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Scissor_Sisters'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Rare_Earth_(band)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ashford_&_Simpson'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Mary_Jane_Girls'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Contours'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Emotions'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Velvelettes'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/B5_(group)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/General_Caine'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ozone_(American_band)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Dazz_Band'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Pretty_Things'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Miracles'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Funk_Brothers'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Pointer_Sisters'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Today_(group)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/San_Remo_Golden_Strings'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Rottin_Razkals'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Mynah_Birds'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Bless_You_(Martha_and_the_Vandellas_song)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/High_Inergy'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/DeBarge_family'}}]}}"
77,"
SELECT DISTINCT?uri WHERE {?x <http://dbpedia.org/ontology/composer> <http://dbpedia.org/resource/Emil_Dean_Zoghby>.?x <http://dbpedia.org/ontology/author>?uri .?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Musical>}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
78,"
SELECT (COUNT(?uri) AS?count) WHERE {?uri <http://dbpedia.org/ontology/garrison> <http://dbpedia.org/resource/Arlington_County,_Virginia> }
","{'head': {'link': [], 'vars': ['count']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'count': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '8'}}]}}"
79,"
SELECT?religion WHERE { <http://dbpedia.org/resource/Kwai_Chang-Caine> <http://dbpedia.org/property/religion>?religion }
","{'head': {'link': [], 'vars': ['religion']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
80,"
SELECT DISTINCT?uri WHERE {?uri <http://dbpedia.org/property/relatives> <http://dbpedia.org/resource/Kelly_Osbourne>.?uri <http://dbpedia.org/property/relatives> <http://dbpedia.org/resource/Ozzy_Osbourne>. }
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Jack_Osbourne'}}]}}"
81,"
SELECT DISTINCT?uri WHERE { <http://dbpedia.org/resource/Pullaiahgaripalli> <http://dbpedia.org/property/leaderTitle>?x.?x <http://dbpedia.org/property/houses>?uri .?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Legislature>}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Lok_Sabha'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Rajya_Sabha'}}]}}"
82,"
SELECT DISTINCT?uri WHERE { 
   ?uri <http://dbpedia.org/property/location> <http://dbpedia.org/resource/Daund_Junction_Railway_Station>.
   ?uri <http://dbpedia.org/property/recorded> ""2009""^^<http://www.w3.org/2001/XMLSchema#gYear>.
   ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>.
}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
83,"
SELECT DISTINCT?uri WHERE { <http://dbpedia.org/resource/Riley_Reid> <http://dbpedia.org/property/ethnicity>?uri } 
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Chickasaw'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Puerto_Ricans_in_the_United_States'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Cherokee'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Dominican_Americans_(Dominican_Republic)'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Irish_Americans'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/German_Americans'}}, {'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Dutch_Americans'}}]}}"
84,"
SELECT DISTINCT?uri WHERE {?x <http://dbpedia.org/property/subsidiary> <http://dbpedia.org/resource/Viacom_Productions>.?uri <http://dbpedia.org/property/company>?x .?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
85,"
SELECT DISTINCT?uri WHERE {?uri <http://dbpedia.org/ontology/leader> <http://dbpedia.org/resource/Giuseppe_Bertello>.?uri <http://dbpedia.org/ontology/leader> <http://dbpedia.org/resource/Pietro_Parolin> }
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Vatican_City'}}]}}"
86,"
SELECT DISTINCT?uri WHERE {?uri <http://dbpedia.org/ontology/campus> <http://dbpedia.org/resource/Mount_Moosilauke>.?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/University>}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Dartmouth_College'}}]}}"
87,"
SELECT (COUNT(DISTINCT?uri) AS?count) WHERE {?x <http://dbpedia.org/property/architecturalStyle> <http://dbpedia.org/resource/Sanggar_Agung>.?x <http://dbpedia.org/ontology/religion>?uri. }
","{'head': {'link': [], 'vars': ['count']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'count': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
88,"
SELECT (COUNT(?uri) AS?count) WHERE {?uri <http://dbpedia.org/property/programmingLanguage> <http://dbpedia.org/resource/C++>.?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Software>}
","{'head': {'link': [], 'vars': ['count']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'count': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '979'}}]}}"
89,"
 SELECT DISTINCT?garrison?line WHERE { 
   <http://dbpedia.org/resource/Western_Naval_Command> <http://dbpedia.org/property/garrison>?garrison.
   <http://dbpedia.org/resource/Vadodara_Junction_railway_station> <http://dbpedia.org/property/line>?line.
 } 
","{'head': {'link': [], 'vars': ['garrison', 'line']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'garrison': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Maharashtra'}, 'line': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Mumbai'}}, {'garrison': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Maharashtra'}, 'line': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Chhota_Udaipur'}}, {'garrison': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Maharashtra'}, 'line': {'type': 'uri', 'value': 'http://dbpedia.org/resource/New_Delhi'}}, {'garrison': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Maharashtra'}, 'line': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Vadodara'}}, {'garrison': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Maharashtra'}, 'line': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ahmedabad'}}, {'garrison': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Mumbai'}, 'line': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Mumbai'}}, {'garrison': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Mumbai'}, 'line': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Chhota_Udaipur'}}, {'garrison': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Mumbai'}, 'line': {'type': 'uri', 'value': 'http://dbpedia.org/resource/New_Delhi'}}, {'garrison': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Mumbai'}, 'line': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Vadodara'}}, {'garrison': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Mumbai'}, 'line': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ahmedabad'}}]}}"
90,"
SELECT DISTINCT?uri WHERE {?uri <http://dbpedia.org/property/shareholder>?x.?x <http://dbpedia.org/property/playsFor> <http://dbpedia.org/resource/Steve_Holland>. }
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
91,"
SELECT DISTINCT?city WHERE { 
   ?season <http://dbpedia.org/property/stadium>?stadium.
   ?stadium <http://dbpedia.org/property/location>?city.
   ?city <http://dbpedia.org/property/coordinates>?coord.
    FILTER (CONTAINS(STR(?coord), ""Mediterranean""))
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
92,"
ASK WHERE { <http://dbpedia.org/resource/Don%27t_Bring_Me_Down> <http://dbpedia.org/property/recorded>  <http://dbpedia.org/resource/West_Germany> }
","{'head': {'link': []}, 'boolean': False}"
93,"
SELECT DISTINCT?city WHERE {?x <http://dbpedia.org/property/source> <http://dbpedia.org/resource/Montauk_State_Park>.?x <http://dbpedia.org/ontology/city>?city.?city <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
94,"
SELECT (COUNT(DISTINCT?uri) as?count) WHERE { <http://dbpedia.org/resource/Boonchu_Rojanastien> <http://dbpedia.org/property/party>?x.?x <http://dbpedia.org/ontology/ideology>?uri . }
","{'head': {'link': [], 'vars': ['count']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'count': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '8'}}]}}"
95,"
SELECT DISTINCT?uri WHERE { <http://dbpedia.org/resource/PLUS_Helicopter_Services> <http://dbpedia.org/property/hubs>?uri } 
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
96,"
SELECT DISTINCT?movie WHERE {
 ?movie <http://dbpedia.org/ontology/musicComposer> <http://dbpedia.org/resource/Geoffrey_Burgon>.
 ?movie <http://dbpedia.org/ontology/distributor> <http://dbpedia.org/resource/Cinema_International_Corporation>.
 ?movie <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>.
}
","{'head': {'link': [], 'vars': ['movie']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'movie': {'type': 'uri', 'value': ""http://dbpedia.org/resource/Monty_Python's_Life_of_Brian""}}]}}"
97,"
ASK WHERE { <http://dbpedia.org/resource/Henry_David_Thoreau> <http://dbpedia.org/property/mainInterests> <http://dbpedia.org/resource/Politics> }
","{'head': {'link': []}, 'boolean': True}"
98,"
SELECT DISTINCT?uri WHERE {?uri <http://dbpedia.org/property/keyPeople> <http://dbpedia.org/resource/Dennis_Muilenburg>.?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Chinook>.?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
99,"
SELECT DISTINCT?uri WHERE {?uri <http://dbpedia.org/ontology/leader> <http://dbpedia.org/resource/Giuseppe_Bertello>.?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>}
","{'head': {'link': [], 'vars': ['uri']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'uri': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Vatican_City'}}]}}"
