Unnamed: 0,model,method,consult,output
481,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?house
WHERE {
 ?house dbo:leader dbr:Pullaiahgaripalli.
}
","{'head': {'link': [], 'vars': ['house']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
482,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?railwayLine
WHERE {
 ?railwayLine dbo:serves dbr:Daund_Junction_Railway_Station.
 ?film dbo:location dbr:Daund_Junction_Railway_Station.
  FILTER (regex(?film, ""99_(film)""))
}
","{'head': {'link': [], 'vars': ['railwayLine']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
483,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dbo: <http://dbpedia.org/ontology/>

SELECT?ethnicGroup
WHERE {
 ?person dbo:ethnicGroup?ethnicGroup.
 ?person foaf:name ""Riley Reid"".
}
","{'head': {'link': [], 'vars': ['ethnicGroup']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
484,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?show
WHERE {
 ?show dbo:partOf dbr:Viacom_Productions.
}
","{'head': {'link': [], 'vars': ['show']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
485,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT?place
WHERE {
 ?leader dbo:leader?place.
 ?leader rdfs:label ""Giuseppe Bertello""@en.
 ?leader rdfs:label ""Pietro Parolin""@en.
}
","{'head': {'link': [], 'vars': ['place']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
486,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpediaorg/resource/>

SELECT DISTINCT?university
WHERE {
 ?university dbo:campus dbr:Mount_Moosilauke.
}
","{'head': {'link': [], 'vars': ['university']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
487,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?religion)
WHERE {
 ?religion dbo:architecturalStyle dbr:Sanggar_Agung.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
488,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?thing)
WHERE {
 ?thing dbo:language dbr:C++.
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 9: syntax error at \'+\' before \'+\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT DISTINCT COUNT(?thing)\\nWHERE {\\n ?thing dbo:language dbr:C++.\\n}\\n""']"
489,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?garrison
WHERE {
 ?garrison dbo:partOf dbr:Western_Naval_Command.
}
","{'head': {'link': [], 'vars': ['garrison']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
490,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <httphttp://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?shareholder
WHERE {
 ?club dbo:president dbr:Steve_Holland.
 ?club dbo:shareholder?shareholder.
}
","{'head': {'link': [], 'vars': ['shareholder']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
491,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <httphttp://dbpedia.org/ontology/>

SELECT DISTINCT?city
WHERE {
 ?city dbo:location <http://dbpedia.org/resource/Mediterranean_Sea>.
 ?stadium dbo:location?city.
 ?stadium dbo:season <http://dbpedia.org/resource/Panionios_G.S.S._season>.
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
492,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT?album
WHERE {
 ?album dbo:location dbr:West_Germany.
 ?album rdfs:label ""Don't Bring Me Down""@en.
}
","{'head': {'link': [], 'vars': ['album']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
493,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?city
WHERE {
 ?river dbo:startPoint dbr:Montauk_State_Park.
 ?river dbo:city?city.
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
494,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <httphttp://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?ideology)
WHERE {
 ?ideology dbo:party dbr:Boonchu_Rojanastien.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
495,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?hub
WHERE {
 ?organisation dbo:hub?hub.
 ?highway dbo:partOf dbr:PLUS_Expressways.
}
","{'head': {'link': [], 'vars': ['hub']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
496,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT?filmLabel
WHERE {
 ?film dbo:musicComposer dbr:Geoffrey_Burgon.
 ?film dbo:distributor dbr:Cinema_International_Corporation.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"".?film rdfs:label?filmLabel. }
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb\'Virtuoso 37000 Error SP030: SPARQL compiler, line 12: Undefined namespace prefix at \\\'wikibase\\\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\nPREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>\\n\\nSELECT DISTINCT?filmLabel\\nWHERE {\\n ?film dbo:musicComposer dbr:Geoffrey_Burgon.\\n ?film dbo:distributor dbr:Cinema_International_Corporation.\\n  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"".?film rdfs:label?filmLabel. }\\n}\\n\'']"
497,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT?person?interest
WHERE {
 ?person rdfs:label ""Henry David Thoreau""@en.
 ?person dbo:interest?interest.
 ?interest rdfs:label ""Politics""@en.
}
","{'head': {'link': [], 'vars': ['person', 'interest']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
498,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?company
WHERE {
 ?company dbo:product dbr:Chinook.
 ?company dbo:keyPerson dbr:Dennis_Muilenburg.
}
","{'head': {'link': [], 'vars': ['company']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
499,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT?country
WHERE {
 ?leader dbo:leader?country.
 ?leader rdfs:label ""Giuseppe Bertello"".
}
","{'head': {'link': [], 'vars': ['country']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
500,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?architect
WHERE {
 ?architect dbo:tenant dbr:New_Sanno_Hotel.
}
","{'head': {'link': [], 'vars': ['architect']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
501,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?sect
WHERE {
 ?sect a dbo:Sect.
 ?sect dbo:subclassOf+ dbr:International_Muslim_Brotherhood.
}
","{'head': {'link': [], 'vars': ['sect']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
502,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?software
WHERE {
 ?software dbo:developer dbr:Google_Videos.
}
","{'head': {'link': [], 'vars': ['software']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
503,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>

SELECT DISTINCT?game
WHERE {
 ?game a dbo:Game.
  FILTER (dbr:Sam_Loyd IN dc:creator && dbr:Eric_Schiller IN dc:creator)
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 11: syntax error at \'dc:creator\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\nPREFIX dc: <http://purl.org/dc/elements/1.1/>\\n\\nSELECT DISTINCT?game\\nWHERE {\\n ?game a dbo:Game.\\n  FILTER (dbr:Sam_Loyd IN dc:creator && dbr:Eric_Schiller IN dc:creator)\\n}\\n""']"
504,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?company
WHERE {
 ?company dbo:industry dbr:Pizza_industry.
}
","{'head': {'link': [], 'vars': ['company']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
505,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?artist
WHERE {
  dbr:Dream_Dancing dbo:composer?artist.
}
","{'head': {'link': [], 'vars': ['artist']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
506,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?officeHolder
WHERE {
 ?officeHolder dbo:deputy dbr:Neil_Brown ;
                dbo:deputy dbr:Andrew_Peacock.
}
","{'head': {'link': [], 'vars': ['officeHolder']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
507,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?origin
WHERE {
 ?aircraft dbo:manufacturer?origin.
 ?aircraft rdfs:label ""Focke Wulf 260""@en.
}
","{'head': {'link': [], 'vars': ['origin']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
508,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?show
WHERE {
 ?show dbo:producer dbr:Stephen_E._Ambrose ;
        dbo:writer dbr:Erik_Jendresen.
}
","{'head': {'link': [], 'vars': ['show']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
509,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?creator
WHERE {
 ?work1 dbo:creator?creator.
 ?work2 dbo:creator?creator.
  FILTER(?work1 = dbr:Women_in_the_Garden &&?work2 = dbr:L\'Enfant_a_la_tasse)
}
","{'head': {'link': [], 'vars': ['creator']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
510,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?horse_race
WHERE {
 ?horse_race dbo:participant dbr:Fergie_Sutherland.
 ?horse_race dbo:participant dbr:""War_of_Attrition"".
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb\'Virtuoso 37000 Error SP030: SPARQL compiler, line 10: syntax error at \\\'""War_of_Attrition""\\\' before \\\'.\\\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT DISTINCT?horse_race\\nWHERE {\\n ?horse_race dbo:participant dbr:Fergie_Sutherland.\\n ?horse_race dbo:participant dbr:""War_of_Attrition"".\\n}\\n\'']"
511,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?tvshow
WHERE {
 ?tvshow dbo:artist dbr:Christopher_Franke.
}
","{'head': {'link': [], 'vars': ['tvshow']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'tvshow': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Babylon_5__Sleeping_in_Light__1'}}]}}"
512,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?battle)
WHERE {
 ?battle dbo:opponents?militaryPerson.
  FILTER (EXISTS {?battle dbo:partOf dbr:World_War_II}).
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
513,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?network
WHERE {
 ?network dbo:parentOrganization dbr:Comcast.
}
","{'head': {'link': [], 'vars': ['network']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
514,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?place
WHERE {
 ?person dbo:birthPlace?place.
 ?person dbo:deathPlace?place.
 ?place rdfs:label ""Colorado""@en.
}
","{'head': {'link': [], 'vars': ['place']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'place': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}]}}"
515,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?cport
WHERE {
 ?cport dbo:school dbr:Vishwajyot_High_School.
}
FILTER (dbr:Battle_Chess =?cport).
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 11: syntax error at \'FILTER\' before \'(\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT?cport\\nWHERE {\\n ?cport dbo:school dbr:Vishwajyot_High_School.\\n}\\nFILTER (dbr:Battle_Chess =?cport).\\n""']"
516,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?state
WHERE {
  dbr:Channel_District dbo:state?state.
}
","{'head': {'link': [], 'vars': ['state']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'state': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Florida'}}]}}"
517,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?astronaut
WHERE {
 ?mission dbo:mission dbr:Apollo_11.
 ?mission dbo:mission dbr:Gemini_8.
 ?mission dbo:astronaut?astronaut.
}
","{'head': {'link': [], 'vars': ['astronaut']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
518,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?stadium)
WHERE {
 ?stadium dbo:tenant dbr:Raptors_905.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '2'}}]}}"
519,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?place
WHERE {
 ?place dbo:location dbr:Dzogchen_Ponolop_Rinpoche.
}
","{'head': {'link': [], 'vars': ['place']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
520,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT?stockholder
WHERE {
 ?tunnel dbo:governingBody?department.
 ?department rdfs:label ""Massachusetts Department of Transportation""@en.
 ?tunnel dbo:owner?stockholder.
}
","{'head': {'link': [], 'vars': ['stockholder']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
521,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?award
WHERE {
 ?award dbo:director dbr:Saraband.
}
","{'head': {'link': [], 'vars': ['award']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
522,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?almamater
WHERE {
 ?president dbo:vicePresident dbr:Enrique_José_Varona.
 ?president dbo:almaMater?almamater.
}
","{'head': {'link': [], 'vars': ['almamater']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'almamater': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Cornell_University'}}]}}"
523,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?routeEndLocation
WHERE {
 ?routeEndLocation dbo:routeEndLocation dbr:Birmingham.
 ?routeEndLocation dbo:routeEndLocation dbr:Oxford_Junction_Railway.
}
","{'head': {'link': [], 'vars': ['routeEndLocation']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
524,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?origin
WHERE {
  dbr:Vitis_vinifera dbo:origin?origin.
}
","{'head': {'link': [], 'vars': ['origin']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
525,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?person)
WHERE {
 ?person dbo:deathPlace dbr:Indiana.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '170'}}]}}"
526,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?branch
WHERE {
 ?person1 dbo:militaryBranch?branch.
 ?person2 dbo:militaryBranch?branch.
  dbr:William_French_Smith dbo:militaryBranch?branch.
  dbr:Pierre_R._Graham dbo:militaryBranch?branch.
}
","{'head': {'link': [], 'vars': ['branch']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'branch': {'type': 'uri', 'value': 'http://dbpedia.org/resource/United_States_Navy'}}]}}"
527,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?river
WHERE {
 ?river dbo:source dbr:Lake_Ontario.
}
","{'head': {'link': [], 'vars': ['river']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'river': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Saint_Lawrence_River'}}]}}"
528,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?city
WHERE {
 ?city dbo:location dbr:Denver_Broncos.
 ?city dbo:birthPlace dbr:Steven_Clark_Cunningham.
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
529,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?religion
WHERE {
 ?person dbo:founded dbr:Emel_Magazine.
 ?person dbo:religion?religion.
}
","{'head': {'link': [], 'vars': ['religion']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
530,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?manager
WHERE {
 ?team dbo:manager?manager.
  FILTER (str(?team) IN (""http://dbpedia.org/resource/England_national_under-20_football_team"", ""http://dbpedia.org/resource/England_national_under-21_football_team""))
}
","{'head': {'link': [], 'vars': ['manager']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
531,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?city)
WHERE {
 ?city dbo:isLocatedIn?sea.
 ?sea dbo:isPartOf dbr:Fig_Tree_Bay.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
532,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?island
WHERE {
 ?island dbo:partOf dbr:Bahamas_Achipelago.
}
","{'head': {'link': [], 'vars': ['island']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
533,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?film
WHERE {
 ?film dbo:distributor dbr:RKO_Pictures.
 ?film dbo:composer dbr:Bernard_Herrmann.
}
","{'head': {'link': [], 'vars': ['film']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
534,deepseek-coder-6.7b-instruct,CoT_ont_rag_,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
